entity_id,sku,libelle,sd_code_sogge,sd_marque,sd_conditionnement,sd_volume,sd_industriel
75417,c10-1100001511,BOOGY NECTAR BANANE 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75414,c10-1100001483,BOOGY ABC ORANGE 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75419,c10-1100001580,BOOGY PJ POMME 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75416,c10-1100001514,BOOGY NECTAR ANANAS 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75413,c10-1100001482,BOOGY ABC EXOTIQUE 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75418,c10-1100001513,BOOGY NECTAR PAMPLEMOUSSE 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75415,c10-1100001512,BOOGY NECTAR ABRICOT 1L VP X6,,BOOGY,BTL,1L,TEISSEIRE FRANCE S.A.S
75455,c10-1100003051,CAPUCINE SIROP MENTHE VERTE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75433,c10-1100003035,CAPUCINE NECTAR ACE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75430,c10-1100003065,CAPUCINE CERISE1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75446,c10-1100004030,CAPUCINE SIROP CASSIS 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75440,c10-1100003044,CAPUCINE PJ RAISIN BLC BIO 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75459,c10-1100003055,CAPUCINE SIROP PECHE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75445,c10-1100003030,CAPUCINE SIROP CARAMEL 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75450,c10-1100003076,CAPUCINE SIROP COCO 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75436,c10-1100003039,CAPUCINE NECTAR FRAISE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75454,c10-1100003049,CAPUCINE SIROP KIWI 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75444,c10-1200024361,CAPUCINE SIROP BISCUIT ROSE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75432,c10-1100003034,CAPUCINE NECTAR ABRICOT 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75420,c10-1100003064,CAPUCINE ABC ANANAS 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75441,c10-1100003714,CAPUCINE PJ RAISIN RGE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75439,c10-1100003043,CAPUCINE PJ POMME TROUBLE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75458,c10-1100003054,CAPUCINE SIROP PAMPLEMOUSSE ROS 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75429,c10-1100003075,CAPUCINE CERISE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75423,c10-1100003038,CAPUCINE ABC EXOTIQUE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75443,c10-1200023915,CAPUCINE SIROP BANANE VERTE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75453,c10-1100003048,CAPUCINE SIROP GRENADINE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75431,c10-1100003063,CAPUCINE NECTAR ABRICOT 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75449,c10-1100003033,CAPUCINE SIROP CITRON SPECIAL 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75428,c10-1100003080,CAPUCINE ABC POMME TROUBLE 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75427,c10-1100003804,CAPUCINE ABC POMME CLAIR 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75451,c10-1100003042,CAPUCINE SIROP FRAISE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75457,c10-1100003053,CAPUCINE SIROP ORGEAT 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75435,c10-1100003037,CAPUCINE NECTAR BANANE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75424,c10-1100003067,CAPUCINE ABC ORANGE 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75461,c10-1200023807,CAPUCINE SIROP SUCRE CANNE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75452,c10-1100003046,CAPUCINE SIROP FRAMBOISE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75462,c10-1100003061,CAPUCINE SIROP VIOLETTE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75448,c10-1100003032,CAPUCINE SIROP CITRON 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75425,c10-1100003079,CAPUCINE ABC PAMPLEMOUSSE ROS 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75438,c10-1100003801,CAPUCINE PJ POMME CLAIR 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75426,c10-1100003041,CAPUCINE ABC PAMPLEMOUSSE ROS 25CL VPX24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75456,c10-1100003052,CAPUCINE SIROP ORANGE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75421,c10-1100003036,CAPUCINE ABC ANANAS 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75422,c10-1100003066,CAPUCINE ABC EXOTIQUE 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75442,c10-1100003045,CAPUCINE PJ TOMATE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
75460,c10-1100003056,CAPUCINE SIROP POMME VERTE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75447,c10-1100003031,CAPUCINE SIROP CERISE 1L,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75434,c10-1100003078,CAPUCINE NECTAR BANANE 1L VP X6,,CAPUCINE,BTL,1L,TEISSEIRE FRANCE S.A.S
75437,c10-1100003040,CAPUCINE PJ ORANGE 25CL VP X24,,CAPUCINE,BTL,25CL,TEISSEIRE FRANCE S.A.S
82135,mp-130673,FRUIT SHOOT MULTIVITAM.24X20CL,,FRUIT SHOOT,,,TEISSEIRE FRANCE S.A.S
75467,c10-1200011696,SODA SHOOT CITRON 20CL PET X 24,,FRUIT SHOOT,BTL,20CL,TEISSEIRE FRANCE S.A.S
75465,c10-1100005602,FRUIT SHOOT ROUGES 20CL PET X24,,FRUIT SHOOT,PET,20CL,TEISSEIRE FRANCE S.A.S
75464,c10-1100002985,FRUIT SHOOT ORANGE 20CL PET X24,84sogge-1734,FRUIT SHOOT,PET,20CL,TEISSEIRE FRANCE S.A.S
83924,fb-101785,FRUIT SHOOT MULTIVITAMINE        24X20CL,84sogge-662,FRUIT SHOOT,PET,20CL,TEISSEIRE FRANCE S.A.S
75463,c10-1100002808,FRUIT SHOOT MULTIVITAMINE 20CL PET X24,84sogge-662,FRUIT SHOOT,PET,20CL,TEISSEIRE FRANCE S.A.S
82134,mp-130672,FRUIT SHOOT TROPICAL 24X20CL,84sogge-663,FRUIT SHOOT,PET,20CL,TEISSEIRE FRANCE S.A.S
