entity_id,sku,libelle,sd_code_sogge,sd_marque,sd_conditionnement,sd_volume,sd_industriel,
36027,c10-1100002007,AQUARIUS ORANGE 33CL BTE X24,,AQUARIUS,BTE,33CL,COCA COLA ENTREPRISE,
36037,c10-1100000253,BURN INSTINCT PET 1L X12,,BURN,PET,1L,COCA COLA ENTREPRISE,
36031,c10-1100000248,BURN BTE 50CL X24,,BURN,BTE,50CL,COCA COLA ENTREPRISE,
36032,c10-1100007092,BURN BTE SLIM 35.5CL X24,,BURN,BTE,35.5L,COCA COLA ENTREPRISE,
36036,c10-1100000252,BURN INSTINCT BTE 25CL X24,,BURN,BTE,25CL,COCA COLA ENTREPRISE,
36028,c10-1100002118,BURN 25CL VP X24,,BURN,BTL,25CL,COCA COLA ENTREPRISE,
36038,c10-1100005666,BURN LEMON ICE  BTE 35.5CL X24,,BURN,BTE,35.5L,COCA COLA ENTREPRISE,
36035,c10-1100000251,BURN ENERGY SHOT PET 5CL X12,,BURN,PET,5CL,COCA COLA ENTREPRISE,
83266,mp-5557,BURN IVP SLEEVE 24X25CL,,BURN,,,COCA COLA ENTREPRISE,
36033,c10-1100000250,BURN DAY BTE 25CL X24,,BURN,BTE,25CL,COCA COLA ENTREPRISE,
36030,c10-1100005271,BURN BTE 35.5CL X24,,BURN,BTE,35.5L,COCA COLA ENTREPRISE,
36034,c10-1100000249,BURN DAY BTE 48.5CL X24,84sogge-1694,BURN,BTE,48.5L,COCA COLA ENTREPRISE,
83262,mp-250780,"BTE BURN REFERMABLE 48,5CL X24",84sogge-1694,BURN,BTE,48.5L,COCA COLA ENTREPRISE,
82123,mp-6241,BTE BURN 24X25CL,87sogge-139,BURN,BTE,25CL,COCA COLA ENTREPRISE,
36029,c10-1100000246,BURN BTE 25CL X24,87sogge-139,BURN,BTE,25CL,COCA COLA ENTREPRISE,
36061,c10-1100005655,CAPRI SUN POMME CERISE POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36046,c10-1100006893,CAPRI SUN MULTIFRUITS JAUNE BIO 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36059,c10-1100005003,CAPRI SUN PECHE ABRICOT POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36039,c10-1100005659,CAPRI SUN BANAPPLE POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36057,c10-1100001703,CAPRI SUN ORANGE POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36058,c10-1100005654,CAPRI SUN ORANGE POCHE 20CL X5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36055,c10-1100005658,CAPRI SUN ORANGE POCHE 20CL X12,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36071,c10-1100005346,CAPRI SUN TROPICAL POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36069,c10-1100001701,CAPRI SUN TEA PEACH POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36044,c10-1100005653,CAPRI SUN FRUIT ROUGE BIO POCHE 20CL X 5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36066,c10-1100006270,CAPRI SUN POMME POIRE POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36070,c10-1100004308,CAPRI SUN TROPICAL POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36064,c10-1100002813,CAPRI SUN POMME POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36050,c10-1100005657,CAPRI SUN MULTIVITAMINEE POCHE  20CL X12,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36041,c10-1100005652,CAPRI SUN FC  TROPICAL POCHE 20CL X5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36056,c10-1100006441,CAPRI SUN ORANGE POCHE 20CL X14,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36045,c10-1100005412,CAPRI SUN FRUIT ROUGE BIO POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36043,c10-1100005036,CAPRI SUN FRUIT ROUGE BIO POCHE  20CLX10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36048,c10-1100005661,CAPRI SUN MULTIFRUITS POCHE  20CL X5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36060,c10-1100007885,CAPRI SUN PECHE ABRICOT POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36053,c10-1100001828,CAPRI SUN MULTIVITAMINEE POCHE 20CL X 40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36052,c10-1100005656,CAPRI SUN MULTIVITAMINEE POCHE  20CL X5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36051,c10-1100006440,CAPRI SUN MULTIVITAMINEE POCHE  20CL X14,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36063,c10-1100002275,CAPRI SUN POMME POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36047,c10-1100006894,CAPRI SUN MULTIFRUITS JAUNE BIO 20CL X5,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36062,c10-1100004896,CAPRI SUN POMME CERISE POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36067,c10-1100005004,CAPRI SUN SAFARI POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36065,c10-1100005780,CAPRI SUN POMME POIRE POCHE 20CL X10,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36068,c10-1100005660,CAPRI SUN SUMMER BERRIES POCHE 20CL X40,,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
84098,fb-109314,CAPRI SUN POMME POIRE POCHE  GC 8X5X20CL,84sogge-1005,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36042,c10-1100005651,CAPRI SUN FC POMME-CASSIS POCHE 20CL X 5,84sogge-1005,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36040,c10-1100005514,CAPRI SUN F CRUSH APPLE PEAR POCHE 20CL,84sogge-1195,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
84095,fb-109315,CAPRI SUN FRT CRUSH TROP POCHE GC 8X5X20,84sogge-1195,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
84097,fb-86382,CAPRI SUN ORANGE   MINI POCHES 4X10X20CL,84sogge-825,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
82451,mp-250787,CAPRI-SUN ORANGE 20CL 4X10,84sogge-825,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36054,c10-1100001053,CAPRI SUN ORANGE POCHE 20CL X10,84sogge-825,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
84096,fb-86383,CAPRI SUN MULTIVITA MINI POCHE 4X10X20CL,84sogge-826,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
82452,mp-250788,CAPRI-SUN MULTIVITAMINE 20CL 4,84sogge-826,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36049,c10-1100001052,CAPRI SUN MULTIVITAMINEE POCHE  20CL X10,84sogge-826,CAPRI SUN,SAC,20CL,COCA COLA ENTREPRISE,
36081,c10-1100001324,CHAUDFONTAINE GAZEUSE 50CL VC X20,,CHAUDFONTAINE,BTL,50CL,COCA COLA ENTREPRISE,
36073,c10-1100004808,CHAUDFONTAINE 1L VC X6,,CHAUDFONTAINE,BTL,1L,COCA COLA ENTREPRISE,
36075,c10-1100001323,CHAUDFONTAINE 50CL VC X20,,CHAUDFONTAINE,BTL,50CL,COCA COLA ENTREPRISE,
36082,c10-1100004807,CHAUDFONTAINE GAZEUSE PET 50CL X12,,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
36078,c10-1100001322,CHAUDFONTAINE GAZEUSE 1L VC X12,,CHAUDFONTAINE,BTL,1L,COCA COLA ENTREPRISE,
36080,c10-1100001519,CHAUDFONTAINE GAZEUSE 25CL VC X24,,CHAUDFONTAINE,BTL,25CL,COCA COLA ENTREPRISE,
36079,c10-1100004806,CHAUDFONTAINE GAZEUSE 1L VC X6,,CHAUDFONTAINE,BTL,1L,COCA COLA ENTREPRISE,
36072,c10-1100001321,CHAUDFONTAINE 1L VC X12,,CHAUDFONTAINE,BTL,1L,COCA COLA ENTREPRISE,
36074,c10-1100001518,CHAUDFONTAINE 25CL VC X24,,CHAUDFONTAINE,BTL,25CL,COCA COLA ENTREPRISE,
36084,c10-1100004805,CHAUDFONTAINE LEGE GAZEUSE 1L VC X6,,CHAUDFONTAINE,BTL,1L,COCA COLA ENTREPRISE,
81841,mp-160611,CHAUDFONTAINE 1L X6VC,,CHAUDFONTAINE,,,COCA COLA ENTREPRISE,
36085,c10-1100004809,CHAUDFONTAINE LEGER GAZEUSE 50CL VC X20,,CHAUDFONTAINE,BTL,50CL,COCA COLA ENTREPRISE,
36076,c10-1100004801,CHAUDFONTAINE GAZEUSE 1L PET X12,,CHAUDFONTAINE,PET,1L,COCA COLA ENTREPRISE,
81844,mp-160602,CHAUDFONTAINE GAZ PET 24X50 CL,84sogge-1777,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
36083,c10-1100004820,CHAUDFONTAINE GAZEUSE PET 50CL X24,84sogge-1777,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
36086,c10-1100000256,CHAUDFONTAINE PET 50CL X24,84sogge-1927,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
84074,fb-68512,CHAUDFONTAINE                PET 24X50CL,84sogge-1927,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
81843,mp-6329,CHAUDFONTAINE PET 24X50 CL,84sogge-1927,CHAUDFONTAINE,PET,50CL,COCA COLA ENTREPRISE,
81842,mp-160613,CHAUDFONTAINE PETILLAN.1L X6VC,87sogge-82,CHAUDFONTAINE,PET,1L,COCA COLA ENTREPRISE,
36077,c10-1100002005,CHAUDFONTAINE GAZEUSE 1L PET X6,87sogge-82,CHAUDFONTAINE,PET,1L,COCA COLA ENTREPRISE,
81931,mp-6031,COCA COLA BLAK ALU VP 24X25CL,87sogge-105,COCA BLACK,BTE,25CL,COCA COLA ENTREPRISE,
36087,c10-1100000376,COCA COLA BLACK ALU 25CL X24,87sogge-105,COCA BLACK,BTE,25CL,COCA COLA ENTREPRISE,
36094,c10-1100005246,COCA COLA CHERRY 33CL BTE X30,,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
36098,c10-1100007560,COCA COLA CHERRY ZERO ET X6,,COCA CHERRY,PET,1.5L,COCA COLA ENTREPRISE,
36097,c10-1100000269,COCA COLA CHERRY 50CL PET X24,,COCA CHERRY,PET,50CL,COCA COLA ENTREPRISE,
36090,c10-1100004812,COCA COLA CHERRY 2L PET X6,,COCA CHERRY,PET,2L,COCA COLA ENTREPRISE,
36088,c10-1100000268,COCA COLA CHERRY 1.25L PET X12,,COCA CHERRY,PET,1.25L,COCA COLA ENTREPRISE,
36089,c10-1100005662,COCA COLA CHERRY 1.5L PET X6,,COCA CHERRY,PET,1.5L,COCA COLA ENTREPRISE,
36095,c10-1100000377,COCA COLA CHERRY 33CL BTE X6,,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
36092,c10-1100005329,COCA COLA CHERRY 33CL BTE SLIM X30,,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
85633,fb-89782,COCA-COLA CHERRY             PET 24X50CL,,COCA CHERRY,,,COCA COLA ENTREPRISE,
83942,fb-109271,COCA-COLA CHERRY             PET 12X50CL,84sogge-1164,COCA CHERRY,PET,50CL,COCA COLA ENTREPRISE,
36096,c10-1100005121,COCA COLA CHERRY 50CL PET X12,84sogge-1164,COCA CHERRY,PET,50CL,COCA COLA ENTREPRISE,
81912,mp-160439,COCA COLA CHERRY PET 12X50 CL,84sogge-1164,COCA CHERRY,PET,50CL,COCA COLA ENTREPRISE,
36091,c10-1100004930,COCA COLA CHERRY 33CL BTE SLIM X24,84sogge-1178,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
83715,fb-109251,COCA-COLA CHERRY SLIM        BTE 24X33CL,84sogge-1178,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
81938,mp-2168,BTE CHERRY COKE 24X33 CL,87sogge-91,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
36093,c10-1100000267,COCA COLA CHERRY 33CL BTE X24,87sogge-91,COCA CHERRY,BTE,33CL,COCA COLA ENTREPRISE,
81900,mp-130585,COCA COLA PET 24X50 CL,,COCA COLA,,,COCA COLA ENTREPRISE,
81944,mp-435,COCA COLA PET 24X50 CL,,COCA COLA,,,COCA COLA ENTREPRISE,
83941,fb-19018,COCA-COLA                    PET 24X50CL,,COCA COLA,,,COCA COLA ENTREPRISE,
81901,mp-130625,COCA COLA PET 24X50 CL,,COCA COLA,,,COCA COLA ENTREPRISE,
81899,mp-130624,COCA COLA PET 6X150 CL,,COCA COLA,,,COCA COLA ENTREPRISE,
81929,mp-250407,BTE COCA COLA 15CL X24,,COCA COLA,,,COCA COLA ENTREPRISE,
81924,mp-22039,VTE FLASH COCACOLA 24X33 CL VC,,COCA COLA,,,COCA COLA ENTREPRISE,
81898,mp-130586,COCA COLA PET 6X150 CL,,COCA COLA,,,COCA COLA ENTREPRISE,
81935,mp-290182,COCA COLA CLUB COKE ALU 25CLVP,,COCA COLA,,,COCA COLA ENTREPRISE,
81928,mp-22033,BTE COCA COLA 15CL X 24,,COCA COLA,,,COCA COLA ENTREPRISE,
81914,mp-140411,COCA COLA PET 12X100 CL,84sogge-822,COCA COLA,,,COCA COLA ENTREPRISE,
83890,fb-90707,COCA-COLA                   PET 12X100CL,84sogge-822,COCA COLA,,,COCA COLA ENTREPRISE,
81909,mp-431,COCA COLA 12X100 CL VC,84sogge-856,COCA COLA,,,COCA COLA ENTREPRISE,
83757,fb-10103,COCA-COLA                    VC 12X100CL,84sogge-856,COCA COLA,,,COCA COLA ENTREPRISE,
81904,mp-141206,COCA COLA 100 CL X 6 VC,84sogge-881,COCA COLA,,,COCA COLA ENTREPRISE,
83756,fb-107994,COCA-COLA                     VC 6X100CL,84sogge-881,COCA COLA,,,COCA COLA ENTREPRISE,
83844,fb-10229,COCA-COLA                  PACK 3X8X25CL,84sogge-976,COCA COLA,,,COCA COLA ENTREPRISE,
81930,mp-439,PACK COCA COLA 3X8X25 CL,84sogge-976,COCA COLA,,,COCA COLA ENTREPRISE,
83911,fb-109245,COCA-COLA ZERO               PET 6X150CL,86sogge-121,COCA COLA,,,COCA COLA ENTREPRISE,
81905,mp-160537,COCA COLA ZERO  PET 150 CL X6,86sogge-121,COCA COLA,,,COCA COLA ENTREPRISE,
83909,fb-10161,COCA-COLA                   PET 12X150CL,87sogge-130,COCA COLA,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81915,mp-438,MAXI COCA COLA PET 12X150 CL,87sogge-130,COCA COLA,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36099,c10-1100003653,COCA COLA FRUITS EXOTIQUES 33CL BTE X12,,COCA EXOTIQUE,BTE,33CL,COCA COLA ENTREPRISE,
36101,c10-1100000279,COCA COLA LIGHT LEMON 1.5L PET X12,,COCA LEMON,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36102,c10-1100000278,COCA COLA LIGHT LEMON 33CL BTE X24,,COCA LEMON,BTE,33CL,COCA COLA ENTREPRISE,
36100,c10-1100007887,COCA COLA LEMON ZERO 1.5L PET X6,,COCA LEMON,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81921,mp-6032,COCA COLA LEMON VC 24X33CL,,COCA LEMON,,,COCA COLA ENTREPRISE,
36104,c10-1100008160,COCA COLA ZERO LEMON 1.5L PET X6,,COCA LEMON,BTL,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81923,mp-8045,COCA COLA LIGHT LEMON 24X33 CL,84sogge-1652,COCA LEMON,BTE,33CL,COCA COLA ENTREPRISE,
36103,c10-1100000378,COCA COLA LIGHT LEMON 33CL BTE X6,84sogge-1652,COCA LEMON,BTE,33CL,COCA COLA ENTREPRISE,
83721,fb-112052,COCA-COLA ZERO SUCRES LEMON  BTE 24X33CL,84sogge-816,COCA LEMON,BTE,33CL,COCA COLA ENTREPRISE,
36105,c10-1100006700,COCA COLA ZERO LEMON 33CL BTE SLIM X24,84sogge-816,COCA LEMON,BTE,33CL,COCA COLA ENTREPRISE,
81946,mp-6152,COCA COLA LEMON PET 24X50 CL,87sogge-95,COCA LEMON,,,COCA COLA ENTREPRISE,
36114,c10-1200039022,COCA COLA LIFE 50CL PET X24,,COCA LIFE,PET,50CL,COCA COLA ENTREPRISE,
85634,fb-106217,COCA-COLA LIFE                VC 24X33CL,,COCA LIFE,,,COCA COLA ENTREPRISE,
36107,c10-1100004794,COCA COLA LIFE 1L PET X12,,COCA LIFE,PET,1L,COCA COLA ENTREPRISE,
36111,c10-1200044531,COCA COLA LIFE 33CL BTE X6,,COCA LIFE,BTE,33CL,COCA COLA ENTREPRISE,
36109,c10-1200048077,COCA COLA LIFE 33CL BTE SLIM X30,,COCA LIFE,BTE,33CL,COCA COLA ENTREPRISE,
85635,fb-105642,COCA-COLA LIFE               BTE 24X33CL,,COCA LIFE,,,COCA COLA ENTREPRISE,
36106,c10-1100004200,COCA COLA LIFE 1.5L PET X12,,COCA LIFE,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36108,c10-1200045628,COCA COLA LIFE 33CL BTE SLIM X24,,COCA LIFE,BTE,33CL,COCA COLA ENTREPRISE,
85636,fb-105477,COCA-COLA LIFE               PET 24X50CL,,COCA LIFE,,,COCA COLA ENTREPRISE,
81913,mp-160568,COCA COLA LIFE PET 12 X50 CL,84sogge-1163,COCA LIFE,PET,50CL,COCA COLA ENTREPRISE,
83943,fb-109270,COCA-COLA LIFE               PET 12X50CL,84sogge-1163,COCA LIFE,PET,50CL,COCA COLA ENTREPRISE,
36113,c10-1200038331,COCA COLA LIFE 50CL PET X12,84sogge-1163,COCA LIFE,PET,50CL,COCA COLA ENTREPRISE,
81927,mp-150341,COCA COLA LIFE 24X33 CL VC,84sogge-1926,COCA LIFE,BTL,33CL,COCA COLA ENTREPRISE,
36112,c10-1200039416,COCA COLA LIFE 33CL VC X24,84sogge-1926,COCA LIFE,BTL,33CL,COCA COLA ENTREPRISE,
36110,c10-1200038332,COCA COLA LIFE 33CL BTE X24,87sogge-108,COCA LIFE,BTE,33CL,COCA COLA ENTREPRISE,
81940,mp-150318,BTE COCA COLA LIFE 24X33 CL,87sogge-108,COCA LIFE,BTE,33CL,COCA COLA ENTREPRISE,
36116,c10-1100002034,CLUB COKE JP GAULTIER NIGHT 25CL VP X6,,COCA LIGHT,BTL,25CL,COCA COLA ENTREPRISE,
36147,c10-1100001726,COCA COLA PANACHE LIGHT ZERO 33CL VC X24,,COCA LIGHT,BTL,33CL,COCA COLA ENTREPRISE,
85637,fb-10345,COCA-COLA LIGHT              PET 24X50CL,,COCA LIGHT,,,COCA COLA ENTREPRISE,
36119,c10-1100000274,COCA COLA LIGHT 1.5L PET X12,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36143,c10-1100000379,COCA COLA LIGHT PLUS ANTIOXYDAN 33CL BTE,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36124,c10-1100007789,COCA COLA LIGHT 15CL BTE X8X3,,COCA LIGHT,BTE,15CL,COCA COLA ENTREPRISE,
81917,mp-149382,COCA COLA LIGHT PET 12X150 CL,,COCA LIGHT,,,COCA COLA ENTREPRISE,
36115,c10-1100002033,CLUB COKE JP GAULTIER DAY 25CL VP X6,,COCA LIGHT,BTL,25CL,COCA COLA ENTREPRISE,
36117,c10-1100000273,COCA COLA LIGHT 1.25L PET X12,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36123,c10-1100001525,COCA COLA LIGHT 15CL BTE X24,,COCA LIGHT,BTE,15CL,COCA COLA ENTREPRISE,
36136,c10-1100000392,COCA COLA LIGHT 33CL X10,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
81925,mp-22040,VTE FLASH COCA LIGH24X33 CL VC,,COCA LIGHT,,,COCA COLA ENTREPRISE,
36126,c10-1100002281,COCA COLA LIGHT 20CL VC X24,,COCA LIGHT,BTL,20CL,COCA COLA ENTREPRISE,
36125,c10-1100000277,COCA COLA LIGHT 1L PET X12,,COCA LIGHT,PET,1L,COCA COLA ENTREPRISE,
36146,c10-1100000382,COCA COLA LIGHT SANS CAFEINE 33CL BTE X6,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36133,c10-1100005249,COCA COLA LIGHT 33CL BTE X30,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36142,c10-1100001731,COCA COLA LIGHT CLUB ALU 25CL X6,,COCA LIGHT,BTL,25CL,COCA COLA ENTREPRISE,
36134,c10-1100005680,COCA COLA LIGHT 33CL BTE X6,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36145,c10-1100000281,COCA COLA LIGHT SANS CAFEINE 1.5L PET X1,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36128,c10-1100000361,COCA COLA LIGHT 2L PET X2,,COCA LIGHT,PET,2L,COCA COLA ENTREPRISE,
81948,mp-8706,COCA LIGHT LEMON PET 24X50 CL,,COCA LIGHT,,,COCA COLA ENTREPRISE,
36118,c10-1100002058,COCA COLA LIGHT 1.5L PET CONSIGNE X10,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36122,c10-1100001727,COCA COLA LIGHT 1.5L PET X8,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36120,c10-1100002000,COCA COLA LIGHT 1.5L PET X4,,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36129,c10-1100000275,COCA COLA LIGHT 2L PET X6,,COCA LIGHT,PET,2L,COCA COLA ENTREPRISE,
36144,c10-1100000380,COCA COLA LIGHT PLUS VITAMINES 33CL BTE,,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36127,c10-1200022755,COCA COLA LIGHT 25CL VP X6,,COCA LIGHT,BTL,25CL,COCA COLA ENTREPRISE,
85638,fb-10639,COCA-COLA LIGHT             PET 12X150CL,,COCA LIGHT,,,COCA COLA ENTREPRISE,
81902,mp-426,BIB COCA COLA LIGHT 5 L,84sogge-1101,COCA LIGHT,BIB,5L,COCA COLA ENTREPRISE,
83693,fb-10375,COCA-COLA LIGHT                   BIB 5L,84sogge-1101,COCA LIGHT,BIB,5L,COCA COLA ENTREPRISE,
36140,c10-1100000270,COCA COLA LIGHT 5L BIB,84sogge-1101,COCA LIGHT,BIB,5L,COCA COLA ENTREPRISE,
81942,mp-160464,BTE COCA LIGHT SLIM 24 X33CL,84sogge-1133,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36130,c10-1100004931,COCA COLA LIGHT 33CL BTE SLIM X24,84sogge-1133,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36139,c10-1100000363,COCA COLA LIGHT 50CL PET X4X6,84sogge-1134,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
81907,mp-160632,COCA COLA LIGHT PET 150 CL X 6,84sogge-1134,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
83910,fb-109243,COCA-COLA LIGHT              PET 6X150CL,84sogge-1134,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
83944,fb-109269,COCA-COLA LIGHT              PET 12X50CL,84sogge-1167,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
36137,c10-1100005157,COCA COLA LIGHT 50CL PET X12,84sogge-1167,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
81910,mp-160437,COCA COLA LIGHT PET 12 X50 CL,84sogge-1167,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
36141,c10-1100001425,COCA COLA LIGHT CLUB ALU 25CL X24,84sogge-1624,COCA LIGHT,BTE,25CL,COCA COLA ENTREPRISE,
81932,mp-6253,TENDANCE COCA LIGHT VP 24X25CL,84sogge-1624,COCA LIGHT,BTE,25CL,COCA COLA ENTREPRISE,
36131,c10-1100005337,COCA COLA LIGHT 33CL BTE SLIM X30,84sogge-1627,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
81950,mp-160653,BTE COCA LIGHT SLIM 30X33CL,84sogge-1627,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36121,c10-1100000957,COCA COLA LIGHT 1.5L PET X6,84sogge-1847,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81908,mp-160671,COCACOLA LIGHT PET EURO 1.5LX6,84sogge-1847,COCA LIGHT,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
81945,mp-1197,COCA COLA LIGHT PET 24X50 CL,84sogge-1854,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
36138,c10-1100000276,COCA COLA LIGHT 50CL PET X24,84sogge-1854,COCA LIGHT,PET,50CL,COCA COLA ENTREPRISE,
81920,mp-434,COCA COLA LIGHT 24X33 CL VC,87sogge-109,COCA LIGHT,BTL,33CL,COCA COLA ENTREPRISE,
36135,c10-1100000272,COCA COLA LIGHT 33CL VC X24,87sogge-109,COCA LIGHT,BTL,33CL,COCA COLA ENTREPRISE,
83860,fb-10263,COCA-COLA LIGHT GC            VC 24X33CL,87sogge-109,COCA LIGHT,BTL,33CL,COCA COLA ENTREPRISE,
83717,fb-109248,COCA-COLA LIGHT SLIM         BTE 24X33CL,87sogge-96,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36132,c10-1100000271,COCA COLA LIGHT 33CL BTE X24,87sogge-96,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
81937,mp-429,BTE COCA COLA LIGHT 24X33CL,87sogge-96,COCA LIGHT,BTE,33CL,COCA COLA ENTREPRISE,
36160,c10-1100001024,COCA COLA 1L PET CONSIGNE X12,,COCA REG,PET,1L,COCA COLA ENTREPRISE,
36151,c10-1100004104,COCA COLA 1.5L PET X4,,COCA REG,PET,1.5L,COCA COLA ENTREPRISE,COCA COLA ENTREPRISE
36174,c10-1100000265,COCA COLA 2L PET X6,,COCA REG,PET,2L,COCA COLA ENTREPRISE,
36179,c10-1200007410,COCA COLA 33CL BTE X15,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36178,c10-1100005480,COCA COLA 33CL BTE X12,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36157,c10-1100001526,COCA COLA 15CL BTE X24,,COCA REG,BTE,15CL,COCA COLA ENTREPRISE,
36186,c10-1100006423,COCA COLA 50CL PET X12,,COCA REG,PET,50CL,COCA COLA ENTREPRISE,
36183,c10-1100002164,COCA COLA 33CL BTE X6,,COCA REG,BTE,33CL,COCA COLA ENTREPRISE,
36165,c10-1100002632,COCA COLA 20CL VP X8,,COCA REG,BTL,20CL,COCA COLA ENTREPRISE,
